,country,article_title,revision_id,article_quality,population,region
2000,Serbia,Đura Dokić,1070594815,Start,6.8,SOUTHERN EUROPE
2001,Serbia,Panta Draškić,1064162273,Start,6.8,SOUTHERN EUROPE
2002,Serbia,Milorad Drašković,1092900587,Start,6.8,SOUTHERN EUROPE
2003,Serbia,Jovan Dučić,1082211776,C,6.8,SOUTHERN EUROPE
2004,Serbia,Milica Đurđević Stamenkovski,1113717164,Start,6.8,SOUTHERN EUROPE
2005,Serbia,Željko Fajfrić,1099453530,Stub,6.8,SOUTHERN EUROPE
2006,Serbia,Jevrem Grujić,1080713581,C,6.8,SOUTHERN EUROPE
2007,Serbia,Branislav Ikonić,1098336710,Stub,6.8,SOUTHERN EUROPE
2008,Serbia,Jovan Ilić,1113205322,Start,6.8,SOUTHERN EUROPE
2009,Serbia,Vlada Ilić,1078683933,GA,6.8,SOUTHERN EUROPE
2010,Serbia,Trivo Inđić,1113389874,Start,6.8,SOUTHERN EUROPE
2011,Serbia,Antonije Isaković,1057235218,Stub,6.8,SOUTHERN EUROPE
2012,Serbia,Golub Janić,1083111280,Start,6.8,SOUTHERN EUROPE
2013,Serbia,Đurica Jojkić,1059798583,Stub,6.8,SOUTHERN EUROPE
2014,Serbia,Dragić Joksimović,1100853216,Stub,6.8,SOUTHERN EUROPE
2015,Serbia,Dragutin Jovanović-Lune,1079710510,Start,6.8,SOUTHERN EUROPE
2016,Serbia,Dragan Jovanović (Yugoslav politician),1110036654,Stub,6.8,SOUTHERN EUROPE
2017,Serbia,Ljubomir Jovanović,1087632901,Start,6.8,SOUTHERN EUROPE
2018,Serbia,Stevan Knićanin,1102396011,C,6.8,SOUTHERN EUROPE
2019,Serbia,Milan Komnenić,1070857261,Start,6.8,SOUTHERN EUROPE
2020,Serbia,Josif Kostić,1083961566,Stub,6.8,SOUTHERN EUROPE
2021,Serbia,Drago Kovačević,1106827460,Start,6.8,SOUTHERN EUROPE
2022,Serbia,Milan Kovačević,1106995814,Start,6.8,SOUTHERN EUROPE
2023,Serbia,Bogoljub Kujundžić,1004921811,Start,6.8,SOUTHERN EUROPE
2024,Serbia,Ognjen Kuzmanović,1012902271,Stub,6.8,SOUTHERN EUROPE
2025,Serbia,Panta Lunjevica,1021098036,Stub,6.8,SOUTHERN EUROPE
2026,Serbia,Čedomir Marjanović,1040820548,Stub,6.8,SOUTHERN EUROPE
2027,Serbia,Svetozar Marković,1074947381,C,6.8,SOUTHERN EUROPE
2028,Serbia,Dobrica Matković,1004905451,Stub,6.8,SOUTHERN EUROPE
2029,Serbia,Branko Mikašinović (politician),1030919277,Stub,6.8,SOUTHERN EUROPE
2030,Serbia,Miroslava Milenović,1108423117,Start,6.8,SOUTHERN EUROPE
2031,Serbia,Stevan Milosavljević,1072287796,Start,6.8,SOUTHERN EUROPE
2032,Serbia,Jevrem Nenadović,1086133404,Start,6.8,SOUTHERN EUROPE
2033,Serbia,Radovan Ničić,1099986846,Stub,6.8,SOUTHERN EUROPE
2034,Serbia,Đorđe M. Pavlović,1057492147,Stub,6.8,SOUTHERN EUROPE
2035,Serbia,Medo Pucić,1081085155,C,6.8,SOUTHERN EUROPE
2036,Serbia,Stanko Radmilović,1031975915,Start,6.8,SOUTHERN EUROPE
2037,Serbia,Zoran Radojičić,1104115420,Start,6.8,SOUTHERN EUROPE
2038,Serbia,Miljko Radonjić,1089243958,Stub,6.8,SOUTHERN EUROPE
2039,Serbia,Miloš Radosavljević (politician),1008868122,Stub,6.8,SOUTHERN EUROPE
2040,Serbia,Žika Rafajlović,1010417854,Start,6.8,SOUTHERN EUROPE
2041,Serbia,Mita Rakić,1074905694,Start,6.8,SOUTHERN EUROPE
2042,Serbia,Dušan Salatić,1056918453,Stub,6.8,SOUTHERN EUROPE
2043,Serbia,Aleksandar Sandić,1086770734,C,6.8,SOUTHERN EUROPE
2044,Serbia,Miloš Savčić,1090027162,FA,6.8,SOUTHERN EUROPE
2045,Serbia,Arsenije Sečujac,1081133569,Start,6.8,SOUTHERN EUROPE
2046,Serbia,Stojan Simić,1059405629,Start,6.8,SOUTHERN EUROPE
2047,Serbia,Milan Smiljanić (priest),1009635579,Start,6.8,SOUTHERN EUROPE
2048,Serbia,Dragi Stamenković,1061050680,Stub,6.8,SOUTHERN EUROPE
2049,Serbia,Jovica Stanišić,1077489604,GA,6.8,SOUTHERN EUROPE
2050,Serbia,Tenka Stefanović,1074112381,Stub,6.8,SOUTHERN EUROPE
2051,Serbia,Dragiša Stojadinović,1099456616,C,6.8,SOUTHERN EUROPE
2052,Serbia,Savo Štrbac,1099456873,Start,6.8,SOUTHERN EUROPE
2053,Serbia,Jovan Subotić,1099456936,C,6.8,SOUTHERN EUROPE
2054,Serbia,Ilija Šumenković,1109096396,Start,6.8,SOUTHERN EUROPE
2055,Serbia,Ranko Tajsić,1079699589,Start,6.8,SOUTHERN EUROPE
2056,Serbia,Teodosije Maričević,1049200540,Start,6.8,SOUTHERN EUROPE
2057,Serbia,Mirko Tepavac,990045262,Stub,6.8,SOUTHERN EUROPE
2058,Serbia,Vasilije Trbić,1105497413,C,6.8,SOUTHERN EUROPE
2059,Serbia,Miloš Trifunović (politician),1100996406,GA,6.8,SOUTHERN EUROPE
2060,Serbia,Miloš Trivunac,1008868237,Start,6.8,SOUTHERN EUROPE
2061,Serbia,Dimitrije Tucović,1062103511,C,6.8,SOUTHERN EUROPE
2062,Serbia,Jovan Valenta,1079707469,Start,6.8,SOUTHERN EUROPE
2063,Serbia,Aleksandar Vasić (politician),892673943,Stub,6.8,SOUTHERN EUROPE
2064,Serbia,Dragan Velikić,1061323531,Stub,6.8,SOUTHERN EUROPE
2065,Serbia,Jovan Veselinov,1095927947,Stub,6.8,SOUTHERN EUROPE
2066,Serbia,Đorđe Vojnović,1024357513,Stub,6.8,SOUTHERN EUROPE
2067,Serbia,Milorad Vučelić,1114761288,Start,6.8,SOUTHERN EUROPE
2068,Serbia,Gavro Vučković Krajišnik,1107975991,Start,6.8,SOUTHERN EUROPE
2069,Serbia,Milija Zdravković,1103151078,Stub,6.8,SOUTHERN EUROPE
2070,Serbia,Dušan Zelenbaba,1094283630,Start,6.8,SOUTHERN EUROPE
2071,Serbia,Nebojša Zelenović,1099395107,Start,6.8,SOUTHERN EUROPE
2072,Serbia,Petar Živković,1104129672,Start,6.8,SOUTHERN EUROPE
2073,Serbia,Usame Zukorlić,1102194323,Start,6.8,SOUTHERN EUROPE
2074,Cuba,Prime Ministers of Cuba,934437679,Stub,11.1,CARIBBEAN
2075,Cuba,President of Cuba,1112307334,C,11.1,CARIBBEAN
2076,Cuba,Ignacio Agramonte,1104193887,C,11.1,CARIBBEAN
2077,Cuba,Sebastian Arcos Bergnes,1111442114,C,11.1,CARIBBEAN
2078,Cuba,Gustavo Arcos,1064128904,Start,11.1,CARIBBEAN
2079,Cuba,Juan de Ayala y Escobar,1059201207,C,11.1,CARIBBEAN
2080,Cuba,Miguel Brugueras,1094840575,Stub,11.1,CARIBBEAN
2081,Cuba,Leopoldo Cancio,1018001652,Start,11.1,CARIBBEAN
2082,Cuba,Demetrio Castillo Duany,1078095226,Start,11.1,CARIBBEAN
2083,Cuba,Vicente Manuel de Céspedes,1067145473,C,11.1,CARIBBEAN
2084,Cuba,Manuel Cidre,1105881632,Start,11.1,CARIBBEAN
2085,Cuba,José María Coppinger,1080005445,GA,11.1,CARIBBEAN
2086,Cuba,Rafael Díaz-Balart,1106639409,Start,11.1,CARIBBEAN
2087,Cuba,Miguel Díaz-Canel,1115075784,GA,11.1,CARIBBEAN
2088,Cuba,Manuel Dorta-Duque,1114485837,C,11.1,CARIBBEAN
2089,Cuba,Carlos Fernández Gondín,1066670419,Start,11.1,CARIBBEAN
2090,Cuba,Orestes Ferrara,1070890875,C,11.1,CARIBBEAN
2091,Cuba,Francisco de Arango y Parreño,1112500039,Start,11.1,CARIBBEAN
2092,Cuba,Juan Carlos García Granda,1086881012,Stub,11.1,CARIBBEAN
2093,Cuba,Reinaldo García Zapata,1081919816,Stub,11.1,CARIBBEAN
2094,Cuba,Aurelio Hevia,1029493523,Stub,11.1,CARIBBEAN
2095,Cuba,Fernando Heydrich,1015959656,Start,11.1,CARIBBEAN
2096,Cuba,Alfredo Hornedo,1111245250,C,11.1,CARIBBEAN
2097,Cuba,Manuel Marrero Cruz,1112820527,Start,11.1,CARIBBEAN
2098,Cuba,Rubén Martínez Puente,1099829999,Stub,11.1,CARIBBEAN
2099,Cuba,Augusto Martínez Sánchez,1106597865,C,11.1,CARIBBEAN
2100,Cuba,Bartolomé Masó,1082014108,Start,11.1,CARIBBEAN
2101,Cuba,Ramón Meza y Suárez Inclán,1090136006,Start,11.1,CARIBBEAN
2102,Cuba,Rafael Montoro,1107203065,Stub,11.1,CARIBBEAN
2103,Cuba,Bartolomé Morales,1104171930,Start,11.1,CARIBBEAN
2104,Cuba,José Núñez de Cáceres,1090327585,GA,11.1,CARIBBEAN
2105,Cuba,Juan Vitalio Acuña Núñez,1007811203,Stub,11.1,CARIBBEAN
2106,Cuba,Enrique Oltuski,1033836396,Start,11.1,CARIBBEAN
2107,Cuba,Frank País,1088557022,C,11.1,CARIBBEAN
2108,Cuba,Juan Nepomuceno de Quesada,1104171943,C,11.1,CARIBBEAN
2109,Cuba,Luis Alberto Rodríguez López-Calleja,1104294016,Start,11.1,CARIBBEAN
2110,Cuba,"Salvador José de Muro, 2nd Marquis of Someruelos",1103383044,GA,11.1,CARIBBEAN
2111,Cuba,Laureano de Torres y Ayala,1107030973,C,11.1,CARIBBEAN
2112,Cuba,Salvador Valdés Mesa,1112500064,Start,11.1,CARIBBEAN
2113,Spain,Rafael Montoro,1107203065,Stub,47.4,SOUTHERN EUROPE
2114,Spain,Antonio Gutiérrez y Ulloa,1105274896,C,47.4,SOUTHERN EUROPE
2115,Spain,Manuel Marliani,1062865219,Stub,47.4,SOUTHERN EUROPE
2116,Spain,Claro Abánades López,1113779647,FA,47.4,SOUTHERN EUROPE
2117,Spain,Joaquín Abarca,1033407869,Stub,47.4,SOUTHERN EUROPE
2118,Spain,Domingo de Acassuso,1093900852,Start,47.4,SOUTHERN EUROPE
2119,Spain,Pedro Acedo Penco,1084146623,Stub,47.4,SOUTHERN EUROPE
2120,Spain,Sofía Acedo Reyes,1082213275,Start,47.4,SOUTHERN EUROPE
2121,Spain,Rodolfo Aínsa,1101221364,Stub,47.4,SOUTHERN EUROPE
2122,Spain,Luis Alarcón de la Lastra,1104137934,C,47.4,SOUTHERN EUROPE
2123,Spain,Gil Álvarez Carrillo de Albornoz,1097643747,C,47.4,SOUTHERN EUROPE
2124,Spain,Luis Almarcha Hernández,1068994303,Start,47.4,SOUTHERN EUROPE
2125,Spain,Alonso III Fonseca,1095942154,Start,47.4,SOUTHERN EUROPE
2126,Spain,Ana Alós,1101011811,Start,47.4,SOUTHERN EUROPE
2127,Spain,"Fadrique de Toledo, 1st Marquess of Valdueza",1068945024,Start,47.4,SOUTHERN EUROPE
2128,Spain,"Fernando Álvarez de Toledo, 3rd Duke of Alba",1110129320,C,47.4,SOUTHERN EUROPE
2129,Spain,García Álvarez de Toledo y Osorio,1095787511,Start,47.4,SOUTHERN EUROPE
2130,Spain,"García de Toledo Osorio, 6th Marquess of Villafranca",1045635951,Start,47.4,SOUTHERN EUROPE
2131,Spain,"Pedro de Toledo Osorio, 5th Marquess of Villafranca",1104843127,Start,47.4,SOUTHERN EUROPE
2132,Spain,Diego de Alvear y Ponce de León,1109548816,C,47.4,SOUTHERN EUROPE
2133,Spain,Martín de Álzaga,1114852877,C,47.4,SOUTHERN EUROPE
2134,Spain,Buenaventura Carlos Aribau,988474574,Stub,47.4,SOUTHERN EUROPE
2135,Spain,Manuel de Aróstegui Sáenz de Olamendi,1096423662,Stub,47.4,SOUTHERN EUROPE
2136,Spain,Antonio Arrúe Zarauz,1113779972,FA,47.4,SOUTHERN EUROPE
2137,Spain,Eduardo Asquerino,1059034676,Stub,47.4,SOUTHERN EUROPE
2138,Spain,Lourdes Auzmendi,1029806372,Start,47.4,SOUTHERN EUROPE
2139,Spain,Vicente Bacallar,1083620426,C,47.4,SOUTHERN EUROPE
2140,Spain,Ignacio Baleztena Ascárate,1114317297,FA,47.4,SOUTHERN EUROPE
2141,Spain,Atanasio Ballesteros,1108477980,Stub,47.4,SOUTHERN EUROPE
2142,Spain,"José Baquíjano y Carrillo, Count of Vistaflorida",1093246879,Start,47.4,SOUTHERN EUROPE
2143,Spain,Juan Palarea y Blanes,1110529907,Start,47.4,SOUTHERN EUROPE
2144,Spain,Joseph Blás de Gainza,993600864,Stub,47.4,SOUTHERN EUROPE
2145,Spain,Juan Antonio Bolea,1100828029,Stub,47.4,SOUTHERN EUROPE
2146,Spain,Gaspar de Borja y Velasco,1104699341,C,47.4,SOUTHERN EUROPE
2147,Spain,"Francisco Tadeo Calomarde, 1st Duke of Santa Isabel",1070343072,Start,47.4,SOUTHERN EUROPE
2148,Spain,Blas Camacho,1101437075,Stub,47.4,SOUTHERN EUROPE
2149,Spain,José Manuel Campa,1074156210,Start,47.4,SOUTHERN EUROPE
2150,Spain,Mateu Cañellas,1099176383,Start,47.4,SOUTHERN EUROPE
2151,Spain,Antonio Carro Martínez,1104381249,Stub,47.4,SOUTHERN EUROPE
2152,Spain,"Nicolás de Carvajal, Marquis of Sarria",1098105485,Start,47.4,SOUTHERN EUROPE
2153,Spain,Francesc de Castellví i de Vic,1066124922,Stub,47.4,SOUTHERN EUROPE
2154,Spain,Yaiza Castilla Herrera,1114401468,Stub,47.4,SOUTHERN EUROPE
2155,Spain,"Juan Francisco de la Cerda, 8th Duke of Medinaceli",1105892119,Start,47.4,SOUTHERN EUROPE
2156,Spain,"Luis Francisco de la Cerda, 9th Duke of Medinaceli",1101260163,Start,47.4,SOUTHERN EUROPE
2157,Spain,Ramón Chíes,1093542725,Start,47.4,SOUTHERN EUROPE
2158,Spain,Diego Clemencín,1081213360,Start,47.4,SOUTHERN EUROPE
2159,Spain,Octavio Cuartero Cifuentes,1096425264,Stub,47.4,SOUTHERN EUROPE
2160,Spain,"Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés",1084945739,Start,47.4,SOUTHERN EUROPE
2161,Spain,Fernando de Parias Merry,1102909033,Stub,47.4,SOUTHERN EUROPE
2162,Spain,Rafael Díez de la Cortina y Olaeta,1112390753,FA,47.4,SOUTHERN EUROPE
2163,Spain,Teresa Domingo Segarra,1091720186,Stub,47.4,SOUTHERN EUROPE
2164,Spain,Juan Donoso Cortés,1106894631,C,47.4,SOUTHERN EUROPE
2165,Spain,Horacio Echevarrieta,1046893081,C,47.4,SOUTHERN EUROPE
2166,Spain,Julián Elorza Aizpuru,1111274553,FA,47.4,SOUTHERN EUROPE
2167,Spain,Juan de Escobedo,1043838278,Start,47.4,SOUTHERN EUROPE
2168,Spain,Juan Escoiquiz,1032123165,Start,47.4,SOUTHERN EUROPE
2169,Spain,Gaspar de Espinosa,1068983396,Start,47.4,SOUTHERN EUROPE
2170,Spain,Víctor Eusa Razquin,1113527776,FA,47.4,SOUTHERN EUROPE
2171,Spain,Carlos Fabra Carreras,1088684877,C,47.4,SOUTHERN EUROPE
2172,Spain,"Diego Felipez de Guzmán, 1st Marquess of Leganés",1096106290,C,47.4,SOUTHERN EUROPE
2173,Spain,Miguel Ángel Fernández-Palacios,1101094299,Start,47.4,SOUTHERN EUROPE
2174,Spain,"Fernando Gómez (footballer, born 1965)",1098126018,C,47.4,SOUTHERN EUROPE
2175,Spain,Antonio Flores de Lemus,1069012803,Start,47.4,SOUTHERN EUROPE
2176,Spain,Josep Fornas,1100828052,Stub,47.4,SOUTHERN EUROPE
2177,Spain,Chato Galante,1110515122,Stub,47.4,SOUTHERN EUROPE
2178,Spain,Guillermo Galeote,1099982046,Stub,47.4,SOUTHERN EUROPE
2179,Spain,Mar Garcia,1069863344,C,47.4,SOUTHERN EUROPE
2180,Spain,Álvaro Gil-Robles,1068958543,Start,47.4,SOUTHERN EUROPE
2181,Spain,Magda Godia,1101223631,Start,47.4,SOUTHERN EUROPE
2182,Spain,Juan Carlos Guerra Zunzunegui,1104380457,Stub,47.4,SOUTHERN EUROPE
2183,Spain,"Gaspar Méndez de Haro, 7th Marquis of Carpio",1019104410,C,47.4,SOUTHERN EUROPE
2184,Spain,"Pedro Henriquez de Acevedo, Count of Fuentes",1103929563,Start,47.4,SOUTHERN EUROPE
2185,Spain,Pedro de Herrera,1059696308,Stub,47.4,SOUTHERN EUROPE
2186,Spain,Eleazar Huerta Valcárcel,1069026111,Stub,47.4,SOUTHERN EUROPE
2187,Spain,Javier Imbroda,1109934881,Stub,47.4,SOUTHERN EUROPE
2188,Spain,Blas Infante,1090235807,Start,47.4,SOUTHERN EUROPE
2189,Spain,Erasmo Janer Gironella,1107107927,FA,47.4,SOUTHERN EUROPE
2190,Spain,Manuel Jiménez de Parga,1096109133,Stub,47.4,SOUTHERN EUROPE
2191,Spain,Joaquín Jiménez Hidalgo,1100828477,Stub,47.4,SOUTHERN EUROPE
2192,Spain,Alejandro Lamalfa,1098665055,Stub,47.4,SOUTHERN EUROPE
2193,Spain,Ignacio Hernando de Larramendi y Montiano,1109395465,FA,47.4,SOUTHERN EUROPE
2194,Spain,Bernardino León,1080860368,C,47.4,SOUTHERN EUROPE
2195,Spain,Hernando de Lerma,1096116275,Start,47.4,SOUTHERN EUROPE
2196,Spain,José Pascual de Liñán y Eguizábal,1111270449,FA,47.4,SOUTHERN EUROPE
2197,Spain,José Luis Liso,1099829902,Stub,47.4,SOUTHERN EUROPE
2198,Spain,José María Llanos,1114408218,Stub,47.4,SOUTHERN EUROPE
2199,Spain,Carmen Llorca,1084910372,Stub,47.4,SOUTHERN EUROPE
2200,Spain,Pero López de Ayala,1096106599,Start,47.4,SOUTHERN EUROPE
2201,Spain,Álvaro de Luna,1096639628,C,47.4,SOUTHERN EUROPE
2202,Spain,"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",1043098967,Start,47.4,SOUTHERN EUROPE
2203,Spain,Xabier Markiegi,1113721723,Stub,47.4,SOUTHERN EUROPE
2204,Spain,Marquis of Amboage,1086094474,Stub,47.4,SOUTHERN EUROPE
2205,Spain,Ignacio Martín Amaro,1103971165,Stub,47.4,SOUTHERN EUROPE
2206,Spain,Luis Méndez de Haro,1103527874,Start,47.4,SOUTHERN EUROPE
2207,Spain,Bernardino de Mendoza,1114691610,Start,47.4,SOUTHERN EUROPE
2208,Spain,Marcelino Menéndez y Pelayo,1096446601,C,47.4,SOUTHERN EUROPE
2209,Spain,Gabriel Milan,1065174231,B,47.4,SOUTHERN EUROPE
2210,Spain,Luis Minguela,1110850781,Start,47.4,SOUTHERN EUROPE
2211,Spain,Salvador Minguijón Adrián,1113473296,FA,47.4,SOUTHERN EUROPE
2212,Spain,Pep Mòdol,1104404965,Stub,47.4,SOUTHERN EUROPE
2213,Spain,Guillermo Morphy,1066444598,C,47.4,SOUTHERN EUROPE
2214,Spain,Pere Navarro Olivella,1084603008,Start,47.4,SOUTHERN EUROPE
2215,Spain,Juan Everardo Nithard,1103547500,Start,47.4,SOUTHERN EUROPE
2216,Spain,Pablo de Olavide,1112996673,Start,47.4,SOUTHERN EUROPE
2217,Spain,José María de Orbe y Gaytán,1111269697,FA,47.4,SOUTHERN EUROPE
2218,Spain,Álvaro d'Ors Pérez-Peix,1106358929,FA,47.4,SOUTHERN EUROPE
2219,Spain,Félix Ortega Fernández,1083313299,Stub,47.4,SOUTHERN EUROPE
2220,Spain,Román Oyarzun Oyarzun,1112985729,FA,47.4,SOUTHERN EUROPE
2221,Spain,Juan Pacheco,1050728168,C,47.4,SOUTHERN EUROPE
2222,Spain,Berenguer de Palou II,1059003082,Start,47.4,SOUTHERN EUROPE
2223,Spain,Javier María Pascual Ibañez,1088789363,FA,47.4,SOUTHERN EUROPE
2224,Spain,Pedro Antonio de Aragón,1093371088,Start,47.4,SOUTHERN EUROPE
2225,Spain,José Pellicer Gandía,1112951182,Stub,47.4,SOUTHERN EUROPE
2226,Spain,Juan Manuel de la Peña Bonifaz,1110216579,Start,47.4,SOUTHERN EUROPE
2227,Spain,Antonio Pérez (statesman),1112055320,B,47.4,SOUTHERN EUROPE
2228,Spain,Antonio Victor Pildáin y Zapiáin,1115030339,Stub,47.4,SOUTHERN EUROPE
2229,Spain,Manuel Pizarro Moreno,1095965862,Stub,47.4,SOUTHERN EUROPE
2230,Spain,Luis Gabriel Portillo,1083417528,Start,47.4,SOUTHERN EUROPE
2231,Spain,Pablo de Porturas y Landázuri,1083314563,Stub,47.4,SOUTHERN EUROPE
2232,Spain,Manuel Prado y Colón de Carvajal,1110047861,Start,47.4,SOUTHERN EUROPE
2233,Spain,Jesús Quijano,1083314800,Start,47.4,SOUTHERN EUROPE
2234,Spain,Pascual Rabal Petriz,1110714338,Stub,47.4,SOUTHERN EUROPE
2235,Spain,Domingo Ram y Lanaja,1103935973,Start,47.4,SOUTHERN EUROPE
2236,Spain,Enrique Ramón Fajarnés,1105196034,Stub,47.4,SOUTHERN EUROPE
2237,Spain,Maria Dolors Renau,1110717255,Stub,47.4,SOUTHERN EUROPE
2238,Spain,Tomás Reñones,1067962807,Start,47.4,SOUTHERN EUROPE
2239,Spain,Luis de Requesens y Relat,1066130983,Start,47.4,SOUTHERN EUROPE
2240,Spain,Galceran de Requesens y Santa Coloma,800277980,Start,47.4,SOUTHERN EUROPE
2241,Spain,Rafael del Riego,1109697301,C,47.4,SOUTHERN EUROPE
2242,Spain,Miguel Romero (activist),1069043798,Stub,47.4,SOUTHERN EUROPE
2243,Spain,Julio Ruiz de Alda,1070900508,Start,47.4,SOUTHERN EUROPE
2244,Spain,Gabriel von Salamanca-Ortenburg,1103927512,C,47.4,SOUTHERN EUROPE
2245,Spain,Sampiro,1095007515,C,47.4,SOUTHERN EUROPE
2246,Spain,Rafael Sánchez Guerra,1096426163,Stub,47.4,SOUTHERN EUROPE
2247,Spain,Belén de Sárraga,1085675324,C,47.4,SOUTHERN EUROPE
2248,Spain,José Sisto,1092505399,C,47.4,SOUTHERN EUROPE
2249,Spain,Pedro Soto (politician),1099628635,Stub,47.4,SOUTHERN EUROPE
2250,Spain,"Juan de Tassis, 1st Count of Villamediana",1091687937,B,47.4,SOUTHERN EUROPE
2251,Spain,Francisco Elías de Tejada y Spínola,1112143161,FA,47.4,SOUTHERN EUROPE
2252,Spain,José Perelló Torrens,1106097271,C,47.4,SOUTHERN EUROPE
2253,Spain,Leopoldo Torres (politician),1103027991,Stub,47.4,SOUTHERN EUROPE
2254,Spain,Mikel Unzalu,1101357586,Stub,47.4,SOUTHERN EUROPE
2255,Spain,Arantza Urkaregi,1114502991,Start,47.4,SOUTHERN EUROPE
2256,Spain,María Rosa Urraca Pastor,1112159572,FA,47.4,SOUTHERN EUROPE
2257,Spain,Fernando de Valdés y Salas,1031521862,Start,47.4,SOUTHERN EUROPE
2258,Spain,Mauro Varela,1104383327,Stub,47.4,SOUTHERN EUROPE
2259,Spain,Rodrigo Vázquez de Arce,934714696,Start,47.4,SOUTHERN EUROPE
2260,Spain,Eugenio Vegas Latapie,1107109600,C,47.4,SOUTHERN EUROPE
2261,Spain,José Joaquín de Viana,1083620763,Start,47.4,SOUTHERN EUROPE
2262,Spain,Vicenç Vidal Matas,1083747578,Stub,47.4,SOUTHERN EUROPE
2263,Spain,Narcís Vinyoles,1096424716,Start,47.4,SOUTHERN EUROPE
2264,Spain,Mariano Zufía Urrizalqui,1112160238,FA,47.4,SOUTHERN EUROPE
2265,Cyprus,Nikos Christodoulides,1114620877,C,1.3,WESTERN ASIA
2266,Cyprus,Ioannis Clerides,1098237394,Start,1.3,WESTERN ASIA
2267,Cyprus,Takis Evdokas,1100993618,Stub,1.3,WESTERN ASIA
2268,Cyprus,Oz Karahan,1110569334,Stub,1.3,WESTERN ASIA
2269,Cyprus,Andreas Koukouma,1106347999,C,1.3,WESTERN ASIA
2270,Cyprus,Pantelis Kouros,1098425442,Stub,1.3,WESTERN ASIA
2271,Cyprus,Kyrillos III of Cyprus,1091921175,Stub,1.3,WESTERN ASIA
2272,Cyprus,Michalis Paraskevas,1051669355,C,1.3,WESTERN ASIA
2273,Cyprus,Christos Patsalides,1060031276,Stub,1.3,WESTERN ASIA
2274,Cyprus,Nicos A. Rolandis,1115144934,Start,1.3,WESTERN ASIA
2275,Cyprus,Benon Sevan,1113575455,Start,1.3,WESTERN ASIA
2276,Cyprus,Stefanos Stefanou (politician),1068165689,Start,1.3,WESTERN ASIA
2277,Cyprus,Michael Zampelas,1112275979,Start,1.3,WESTERN ASIA
2278,Slovakia,Antonín Janoušek,1081772760,Start,5.4,EASTERN EUROPE
2279,Slovakia,Juraj Košút,1098001466,C,5.4,EASTERN EUROPE
2280,Slovakia,Rudolf Filkus,1006072918,Stub,5.4,EASTERN EUROPE
2281,Slovakia,Ján Francisci-Rimavský,1107024861,C,5.4,EASTERN EUROPE
2282,Slovakia,Jozef Gregor-Tajovský,1084055090,C,5.4,EASTERN EUROPE
2283,Slovakia,Milan Haborák,1065133185,Start,5.4,EASTERN EUROPE
2284,Slovakia,Ivan Hopta,1106148875,Stub,5.4,EASTERN EUROPE
2285,Slovakia,Jozef Miloslav Hurban,1102138127,C,5.4,EASTERN EUROPE
2286,Slovakia,Ján Kollár,1105810000,C,5.4,EASTERN EUROPE
2287,Slovakia,Ivan Lesay,1093239574,GA,5.4,EASTERN EUROPE
2288,Slovakia,Ivan Lexa,1113198710,Start,5.4,EASTERN EUROPE
2289,Slovakia,Ján Lunter,1105947402,Start,5.4,EASTERN EUROPE
2290,Slovakia,Štefan Osuský,1080228202,C,5.4,EASTERN EUROPE
2291,Slovakia,Gabriel Palacka,1109948113,Start,5.4,EASTERN EUROPE
2292,Slovakia,Simona Petrík,1112839272,C,5.4,EASTERN EUROPE
2293,Slovakia,Julián Šimko,1090354432,Stub,5.4,EASTERN EUROPE
2294,Slovakia,Jozef Sivák,1105404075,Stub,5.4,EASTERN EUROPE
2295,Slovakia,Radovan Sloboda (politician),1106146529,Start,5.4,EASTERN EUROPE
2296,Slovakia,Ľudovít Štúr,1104491431,B,5.4,EASTERN EUROPE
2297,Slovakia,Jaroslav Svěchota,1115512326,Start,5.4,EASTERN EUROPE
2298,Italy,Luca Rovinalti,1068280342,Stub,58.9,SOUTHERN EUROPE
2299,Italy,Giuseppe Amadei,1104409599,Stub,58.9,SOUTHERN EUROPE
2300,Italy,Umberto Ambrosoli,1096165310,Stub,58.9,SOUTHERN EUROPE
2301,Italy,Alfredo Arpaia,1108659968,Stub,58.9,SOUTHERN EUROPE
2302,Italy,Giovanni Battista Balbis,1081744121,Stub,58.9,SOUTHERN EUROPE
2303,Italy,Pier Paolo Baretta,1085280190,Start,58.9,SOUTHERN EUROPE
2304,Italy,Anton Giulio Barrili,978567484,Stub,58.9,SOUTHERN EUROPE
2305,Italy,Alfonso Bartoli,1035890081,C,58.9,SOUTHERN EUROPE
2306,Italy,Giordano Bianchi Dottula,1079209576,Start,58.9,SOUTHERN EUROPE
2307,Italy,Gianpaolo Bissi,1095508915,Stub,58.9,SOUTHERN EUROPE
2308,Italy,Gabriele Boscetto,1100667138,Stub,58.9,SOUTHERN EUROPE
2309,Italy,Francesco Bosi,1099307053,Stub,58.9,SOUTHERN EUROPE
2310,Italy,Giovanni Bovara,1002536039,Start,58.9,SOUTHERN EUROPE
2311,Italy,Darko Bratina,1094423354,Start,58.9,SOUTHERN EUROPE
2312,Italy,Gino Bucchino,1060353087,Stub,58.9,SOUTHERN EUROPE
2313,Italy,Niccolò di Buonaccorso,1107367081,Start,58.9,SOUTHERN EUROPE
2314,Italy,Marino Busdachin,921347086,Start,58.9,SOUTHERN EUROPE
